"gene" "baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Cyth2"	3474.45733279917	-0.0288500645535201	0.098746004137719	-0.292164374705062	0.770160948713526	0.892296283110961
"Sult2b1"	1300.60678022628	0.342005243271888	0.212321839819339	1.6107869240531	0.107226172072808	0.299915357393946
"Car11"	84.4110818529008	-0.440611509099012	0.311899102881511	-1.41267321716664	0.157751830013567	0.379124320306211
"Dlgap1"	343.640596567199	0.195547007168597	0.119130416760786	1.64145322819827	0.10070336844416	0.289204768651036
"Plag1"	605.113874693004	0.286917588062667	0.127454013710167	2.25114596010388	0.0243762942789023	0.119039360137911
"Hck"	825.801991415911	0.576689808845606	0.190852050176207	3.02165896731614	0.00251393600163793	0.0266198587646533
"Mrpl4"	2446.697844342	-0.0246443437481559	0.109041411012049	-0.226009031976235	0.821194395569572	0.919030371506589
"Keap1"	4679.10678578087	0.111404936849827	0.0895030242866783	1.24470583801724	0.213239899227203	0.451860971626091
"Ap1m2"	9612.76060129787	-0.0858500147039326	0.0886440443173248	-0.968480345917091	0.332804530035855	0.581533598721752
"Glg1"	18509.333132591	0.0921760539122924	0.0863922965283499	1.06694760547365	0.285995496139235	0.534930608526793
"Btbd2"	2225.50070390256	0.0444757713266138	0.110827609124199	0.401305881071313	0.688194934206345	0.846668044470631
"Csnk1g2"	7342.45227787462	-0.0235900285258267	0.112554830274075	-0.209586993897855	0.833990031558531	0.926330284844754
"Abhd17a"	3215.05649618813	0.0505252627111946	0.177080951544599	0.285322968227159	0.775396717778116	0.894808565703
"Mob3a"	2332.96663626323	-0.165287069971851	0.0899664775604391	-1.83720730714184	0.0661792973699889	0.224257052510327
"Cacnb3"	3260.86809353534	-0.0308160853758171	0.119914499199539	-0.256983814146936	0.797191268012956	0.906310433783634
"Ccdc65"	7.1313947280852	-0.0272870890318434	0.413052244423699	-0.0660620766506547	0.947328403315235	NA
"Fkbp11"	1277.69995327071	-0.439720104503887	0.172338484824494	-2.55149106684841	0.0107263073835551	0.0706364511579226
"Ddx23"	5935.91268317426	-0.173358643830773	0.0685460123060289	-2.52908430408469	0.0114360554383946	0.0734203590075772
"Pld3"	2029.4442739753	0.0260128621066465	0.114276297694584	0.227631299153292	0.819932885448054	0.918369532458803
"Grik5"	579.231425418241	-0.0831850396333795	0.18918974512667	-0.439691060303949	0.660160878207264	0.83103604230679
"Cd79a"	43.5844827187411	0.568605080553495	0.417298891117617	1.36258469086905	0.173013436353131	NA
"Rabac1"	1952.04237896732	-0.0971504046766794	0.134526124502377	-0.722167571808423	0.470191458040853	0.700708216206381
"Etv3"	6910.08382349629	0.146587898446244	0.115840105057779	1.26543305855195	0.205716130887179	0.442515889313327
"Prkcsh"	10863.2440281781	-0.0882910681593214	0.0937135868582026	-0.942137326286678	0.346122336401488	0.593883212226183
"Elavl3"	84.9770638080229	0.0786178057032765	0.17798303012026	0.441715177284911	0.658695325513023	0.830034329327454
"Rab3b"	61.841478095395	-0.222844817324668	0.23284013791255	-0.957072175452688	0.338530826572974	0.585973946104168
"St8sia6"	15.8495660453146	0.982119617596865	0.509958957612194	1.92587972607736	0.0541193934795581	NA
"Fcgrt"	4888.64790016701	0.443788518725066	0.126971041477531	3.49519475906323	0.000473715950549066	0.00885050429857289
"Nosip"	1791.86078893292	0.0525782324901206	0.109846142073317	0.478653428310912	0.63218520232669	0.813670272651455
"Pih1d1"	1696.25340408708	-0.0497136685610937	0.0834794158354121	-0.595520081969777	0.551495879527912	0.761081706763227
"Rps11"	19723.9250392109	-0.273325628727961	0.125326982249367	-2.18090010484827	0.0291908059687058	0.134195388898988
"Supt5"	9589.06523462652	-0.209779083393922	0.0910291182764361	-2.30452724760957	0.0211930646193777	0.109952660995636
"Dll3"	98.8235562348601	-0.0241332303369054	0.201639484454724	-0.119685042848462	0.904732649260185	0.958226550435238
"Paf1"	2989.39955697947	-0.11355799608011	0.0915621897812471	-1.2402280499343	0.214891056205543	0.453949700075981
"Timm50"	2503.90452725371	-0.246035841367333	0.0796937490494663	-3.08726649582788	0.00202006407539664	0.0231972551420548
"Med29"	791.941616130393	-0.242672914052325	0.103775632362911	-2.33843830701683	0.0193645225019727	0.103808809431151
"Bicd1"	3782.3173440381	0.0326854363695028	0.0914692345874021	0.357338033022138	0.720838760724612	0.865446229100994
"Ncstn"	13310.9628372846	0.229346338837217	0.0897973709846233	2.554042911529	0.0106480132815616	0.0702878780650286
"Pex19"	5805.40861029674	0.155277778842088	0.0872422537676015	1.77984602800063	0.0751011625228578	0.242670448975919
"Phyhip"	10.5780424214613	-0.537343738774012	0.604225735387393	-0.889309586308003	0.373836720914711	NA
"Cyp4f18"	25.7439602517583	0.256474049927634	0.348073380030569	0.736839024877771	0.461220248068209	NA
"Impdh1"	2964.99256708781	-0.399318337278602	0.122177720961305	-3.26834003889358	0.00108180308838246	0.015560745461612
"Psg18"	89.791637610287	1.61155910823699	0.343227831512241	4.69530428560107	2.66210145603419e-06	0.000225843994953758
"Dusp3"	3141.90855935972	0.0934867273069444	0.12342877305851	0.75741437746147	0.448801645154746	0.683548529623809
"Prodh"	1415.56335114782	0.0795398919791086	0.0707005367106342	1.12502529230651	0.260578316727962	0.508675305300839
"Ess2"	1713.20839413502	0.114841330926421	0.0573474324349659	2.00255401245131	0.045225180159745	0.176402602790579
"Slc25a1"	7375.04611397271	-0.181843197242666	0.106710869278698	-1.70407380683728	0.0883672993716968	0.267840221281913
"Dgcr6"	466.311185651532	0.120562225932407	0.133458740139049	0.903367031689308	0.3663311313185	0.61275063389639
"Ddr1"	7538.4767878982	0.199764519981797	0.126397754240995	1.58044358605389	0.114005316604423	0.3108350733503
"Ier3"	420.218183608875	-0.318982039662101	0.187074089239576	-1.70511074493912	0.0881737720236555	0.267692802849981
"Fosb"	202.920632011414	0.512723622995742	0.481571296506378	1.06468891878599	0.287016726284122	0.53605660854355
"Klc4"	9447.67193803365	0.0918776325609327	0.126087780315471	0.728679911178189	0.46619748394314	0.697444171270307
"Ercc1"	779.795547295013	-0.231030451664553	0.102099676582725	-2.26279317816804	0.0236484416410224	0.117426158389096
"Cyp17a1"	6.89976561584143	-0.968307912155056	0.681138771327281	-1.42160151927366	0.155141963490902	NA
"As3mt"	2397.37153855691	-0.201914023567428	0.0971028055564163	-2.07938403437908	0.0375820667670656	0.156698747794074
"Homer3"	302.597283530853	-0.0657059066501782	0.154039886905085	-0.426551252213424	0.669706210243092	0.836089410910889
"Crtc1"	1693.86171482046	0.203908339375092	0.164203032147333	1.24180617561393	0.214308083650743	0.453431074557139
"Rnf215"	1328.50800167225	0.0488569985720467	0.103700499811544	0.471135613240389	0.637543894604137	0.816850044650762
"Sec14l2"	562.144788714693	-0.434224581171355	0.168579780939934	-2.57578090771201	0.0100013996699688	0.0674111364865187
"Aven"	1493.07643443057	0.0132481749148731	0.093092390132263	0.142312114836138	0.886833477667102	0.951679062061863
"Cp"	170.523196751624	-0.107418005039605	0.182388518337307	-0.588951574467794	0.555893758971456	0.764422876627305
"Crot"	4580.0366490619	0.106946237710707	0.0910938388689718	1.17402273346431	0.240385919973783	0.486624918106168
"Rps6ka1"	20176.4462340399	0.0256419899413742	0.0726018282395914	0.353186559665601	0.723948583276154	0.867465377438631
"Calb2"	19.5728688359532	0.808821661658722	0.685400879147345	1.18007094281075	0.237972000274114	NA
"Snrnp200"	15728.481458437	-0.0286596518798368	0.0573568180588925	-0.499672974369146	0.617305365046017	0.804495149305209
"Ciao1"	2275.64113168693	-0.0757850337353285	0.0872808160793107	-0.868289701444403	0.385235758574697	0.629800431971297
"Has1"	29.4575981562684	0.122863829143028	0.342485553307853	0.358741640213328	0.719788374634352	NA
"Taf6l"	651.316449800758	-0.134602196230726	0.0988970775724346	-1.36103310163174	0.173503228934005	0.401380722024804
"Insig2"	2233.67638173641	-0.0385340528541832	0.136299699499434	-0.282715611228058	0.777394848236768	0.896119343950154
"Kpna6"	5757.92516884409	0.000592407409370472	0.0640742230366291	0.00924564327579614	0.992623149073597	0.997120626037321
"Man1a"	5591.56195315671	0.0255284683500296	0.0669185358506934	0.381485757652977	0.702842837404323	0.85499090645688
"Itpkc"	4116.45801400727	0.283982592360228	0.10988099873446	2.5844558716335	0.00975327845940915	0.0663574117115611
"Coq8b"	2233.35467454494	0.0986868856691151	0.0776796124774947	1.2704348351082	0.203929781311092	0.440650725470865
"Brd8"	7039.48839698561	-0.0579397871053062	0.0620493256600908	-0.933769811177371	0.350422645088638	0.598168437950822
"Kif20a"	2620.47885829475	-0.280279507027511	0.120265698899196	-2.33050245907967	0.0197796102034314	0.105313915614043
"Farsa"	3252.23663266376	-0.188101186925903	0.0836279234658647	-2.24926291518744	0.0244957737568696	0.119464177249038
"Gcdh"	2448.72553149151	-0.284265082903082	0.076655717035318	-3.70833505832462	0.000208626486669839	0.00493462478000864
"Mast2"	10818.5454655973	0.0730707129052104	0.0780264081988294	0.936486948354835	0.349022529378698	0.597072697377467
"Dnase2a"	952.230627735002	-0.13496821198234	0.128632176469523	-1.04925700308211	0.294059849449427	0.542869676545473
"Rad23a"	3473.2304126503	-0.151081762817034	0.0883286571008043	-1.71045012769314	0.0871826682442636	0.265813482652814
"Calr"	65653.1250408941	-0.248195768499279	0.128973536465046	-1.92439298248245	0.0543053434024624	0.199027826778961
"Syce2"	284.67896723694	-0.33753025198558	0.158091579305263	-2.13502992043513	0.0327585661952451	0.143231511620966
"Nfat5"	9097.08283220578	0.145810408191693	0.0936786144831088	1.55649620776558	0.11959014372435	0.318932623873054
"Nob1"	2150.23181417033	-0.164859539241454	0.091922541554288	-1.79346149980079	0.0728991614576256	0.238201524220392
"Nqo1"	2401.07766844411	-0.074447389367083	0.209336807512277	-0.355634492814727	0.722114308704777	0.866156551151088
"Ppfia3"	2182.51907651452	0.586303350861557	0.217380711916254	2.69712683196765	0.00699406258821096	0.0526947316342419
"Gys1"	2618.30321462457	0.0142343538130453	0.0810219070114655	0.175685247830948	0.860541225561348	0.939841017972683
"Ruvbl2"	3177.78645761256	-0.201639166778891	0.0782093944883656	-2.57819623969709	0.00993175772881749	0.0671434330833463
"Lin7b"	44.9671410531437	0.0140245381476598	0.27522070663632	0.0509574236585041	0.95935944744152	0.983833543108859
"Bax"	2001.33868637854	-0.0962596950670733	0.0851512895208368	-1.13045493038033	0.258284579234166	0.506039352363111
"Il7r"	153.792497715913	-0.127500106670273	0.172016461390835	-0.741208751996026	0.458566877630219	0.691848178462931
"Tfam"	3071.08843119291	-0.346769199420351	0.0882356843559593	-3.93003354540119	8.49340113414306e-05	0.00266972162681533
"Zfp81"	1092.43934929888	-0.277266423145615	0.107926054288029	-2.56904067303022	0.0101980487195676	0.0681016683168553
"Efnb3"	116.695256597982	0.0322567281497783	0.207491818112383	0.155460241484352	0.876458495521242	0.947912775821355
"Mmd"	1361.20352636986	0.105148897135825	0.122935856718623	0.855315120766527	0.392376718820814	0.636418465008964
"Hlf"	110.073471619645	1.09966262608278	0.344663364782719	3.19054108572295	0.00142006648110819	0.0182561965917036
"Fam162a"	6196.73638231552	-0.150529958541621	0.228059476749562	-0.660046934628909	0.509223710562058	0.731739072280252
"Rpl8"	32409.4195607956	-0.334498558297467	0.112573214285349	-2.97138675857284	0.00296458181226918	0.0297495874317513
"Ssbp2"	1218.98833693735	0.149889376612506	0.0809296228601525	1.85209533067413	0.0640121349021605	0.219192151485158
"Fancl"	990.465272271612	-0.125439825261354	0.0973244229189241	-1.28888331930673	0.197438653964427	0.431793906289595
"Brinp2"	191.949916903155	0.0995697711976603	0.173303858198585	0.57453868732435	0.565603328702292	0.771648519007361
"Gstm5"	1670.94900677157	-0.469997106396929	0.103212103679461	-4.55370145207551	5.27101469823901e-06	0.000389539699565859
"Gstm7"	530.938362326452	-0.10116006541626	0.0976587649364669	-1.0358523936082	0.300271010151003	0.549033028017471
"Gstm3"	3419.29626849804	-0.618335791816849	0.180387675790204	-3.42781616930412	0.000608457327529091	0.0106163992047783
"Stat3"	12257.1187976154	-0.250772240340785	0.103714347412605	-2.41791272467965	0.0156098203112194	0.0904705793429613
"Stat5a"	1375.34018514513	-0.000325185506541529	0.099005815230496	-0.00328450915518915	0.997379345567197	0.998991726538998
"Cavin1"	1122.61911228862	-0.191885515406808	0.246794527801051	-0.777511224079871	0.436857215003178	0.674158865064765
"Map3k11"	5095.60241761538	0.0835848190216802	0.110925006229652	0.753525484133233	0.451134203329528	0.685022088070188
"Akt2"	4099.13561134513	-0.0244052229638677	0.0734286464645546	-0.332366510060192	0.739612523623278	0.876119009187059
"Dnaja3"	5539.31905555599	-0.150235014986475	0.0894858317570631	-1.67886929178168	0.0931775204865424	0.276415047272545
"Hmox2"	2029.93310936196	-0.0862728039041342	0.0851042837229475	-1.01373045080775	0.310711389772123	0.559388153868651
"Cdip1"	4296.14216739052	0.1284730344151	0.0789592192515469	1.62708086063786	0.103719925354828	0.29456104505552
"Map3k20"	3370.11375871826	-0.113420927204892	0.0720677623952517	-1.57380947368452	0.115531503207691	0.313028814622371
"Cwc15"	2778.56059954651	-0.207843513344171	0.0956226157017494	-2.17358113265216	0.0297366066336123	0.135431469488826
"Col5a3"	415.593419480445	-0.0522235767917392	0.356825424660574	-0.146356097919357	0.883640282833088	0.94990759134656
"Dnmt1"	11216.6488708632	-0.181094043885273	0.0849181988292115	-2.1325704782021	0.0329599772294374	0.143696513206892
"Ppan"	2424.41923674503	-0.312030276300156	0.133314168488354	-2.34056349627546	0.0192546639776995	0.103613771074818
"Angptl2"	745.129746167761	0.208795270936711	0.174945754672095	1.19348578265337	0.232679176946079	0.477417245096176
"Cacna1e"	825.107904170287	0.0880763296764697	0.158769336178946	0.554743956208273	0.579069805703729	0.779679562086458
"Cacna1b"	795.620794686513	0.324337200787704	0.197451039612717	1.64262088173282	0.100461397564536	0.288709318821829
"Trmt10a"	849.947464734883	-0.0117560623664972	0.0911119872347028	-0.129028712064131	0.897334929781213	0.955989271272579
"Etv1"	467.223995737166	0.150072578518198	0.151002088998981	0.99384438661117	0.320298632920195	0.56949590121867
"Kifc2"	1214.19231843712	0.119934228450156	0.191337398094451	0.626820630177861	0.530776818819897	0.748072295587155
"Psap"	61942.1170777278	0.0425042078987517	0.111677259514692	0.380598593513659	0.703501125100953	0.855478770526448
"Ikbkg"	4191.75514795386	-0.0262707216292793	0.0642039723606099	-0.409175953813674	0.682410539664192	0.843749858400823
"Pax2"	3.52756599893219	0.158373420235784	0.748170508795057	0.211680918151729	0.832355975865179	NA
"Wars2"	1653.97493937649	-0.208116859744332	0.0834300689500129	-2.49450662529148	0.0126132371787204	0.07878574603244
"Atn1"	1402.6684954057	0.236371266654765	0.184715179770851	1.27965263573896	0.20066732929497	0.436668179763941
"Phb2"	13999.6747449017	-0.0879416945376277	0.1120113581232	-0.785114081385406	0.432386684348099	0.670558271529583
"Ptpn6"	1728.54890167806	0.129414423696876	0.157134592137422	0.823589649716956	0.410172758982086	0.651729826694135
"Eno2"	140.974730584164	-0.0713590828454871	0.222657087772199	-0.320488710058468	0.748597887473949	0.881258448353802
"Emg1"	4210.06955263016	-0.298114409551827	0.106890277575727	-2.78897591355423	0.00528749972948532	0.0437633377311507
"Lpcat3"	7396.04732749243	0.103239498497911	0.116123718322616	0.889047474445236	0.373977566026281	0.620422924063155
"Atp6v1f"	2425.81594290236	-0.0694825139011506	0.110987425356299	-0.626039514639547	0.531289023540157	0.74854628232602
"Clcn5"	4216.75345041868	0.0756214589886758	0.119077155868286	0.635062690549332	0.5253875290291	0.744451966995814
"Clcn3"	12623.8245753127	-0.0444382117093265	0.097267272301062	-0.456867049502336	0.647766609044786	0.823968600887199
"Hif3a"	1607.57401494907	0.374229163805237	0.221280285785964	1.69119974911464	0.0907986589209293	0.272822569667006
"Pde1c"	194.26091936189	0.0613058309870401	0.138054242755778	0.444070604157322	0.656991538584881	0.829215155546795
"Utp20"	10657.8542564715	-0.0728575194345935	0.0994756110109482	-0.732415902693725	0.463914755293935	0.69532851550636
"Spic"	46.3874797622333	0.348918499692167	0.199116797277237	1.75233081519665	0.0797169402626756	0.25176320658837
"9330159F19Rik"	138.091300381646	-0.110278746436041	0.156690075543209	-0.703801731243858	0.481556255423701	0.711101700091925
"Cul3"	7468.38032335641	-0.0837686331427064	0.0738739990064848	-1.13393933277327	0.25681999680978	0.504895117871012
"Sst"	435.351350866298	0.0891563116615635	0.179911044791424	0.495557745022963	0.620206471384051	0.805965233955906
"Il11"	82.8920437380687	0.302167593363954	0.18337707484049	1.64779372572495	0.0993950069950215	0.28705551355278
"Large1"	1893.99089542739	0.311718458464553	0.0793709337340312	3.9273628745393	8.58823563627486e-05	0.00269443739924487
"Ddx56"	2978.33864023125	-0.212732794112835	0.0668354067295734	-3.18293558044145	0.00145790046540908	0.0185762214090592
"Tmed4"	4523.52457719666	-0.194966603549202	0.0823663539776717	-2.36706609111355	0.0179297306690744	0.0988185487455646
"Col26a1"	572.412701315764	0.233805429750445	0.147322906648847	1.58702699443566	0.112506530916889	0.308400691738547
"Bid"	1345.67168240563	0.229739499939196	0.0860928543813214	2.66850834009565	0.00761888869420788	0.0561804351251834
"Ralb"	6197.48462902856	-0.240480103651094	0.0872722430181727	-2.75551647734113	0.00585995528664009	0.047004836244054
"Ppp1cc"	9013.57981807243	-0.130697601881941	0.0689820619430144	-1.89466070164602	0.0581373672570408	0.206827396032912
"Dnajb11"	10500.5954847109	-0.27867462132081	0.119465710522211	-2.33267453985468	0.0196652334420405	0.104973836813563
"Tbccd1"	3334.95975336388	-0.301520645356892	0.0895049390125668	-3.36875985485625	0.000755071845427276	0.0122371682707259
"Clec11a"	113.30365026829	-0.097305399410661	0.210111158578795	-0.463113906319116	0.643282722630841	0.821051268670371
"Zfp324"	1481.42124639424	-0.226017847234973	0.0999803875445069	-2.26062183580114	0.0237826844127093	0.117743855369903
"Gab2"	2738.71983646414	0.14738895077389	0.100591872784532	1.46521728539241	0.142861645065386	0.355179052292211
"Coro1c"	12000.3395008426	-0.00838488198011955	0.0900210473315459	-0.0931435728495602	0.925789501747057	0.96855810481312
"Tax1bp1"	37618.7126740843	-0.435677634264752	0.101298802358635	-4.30091594491211	1.70093575506969e-05	0.000915369974319532
"Psg17"	3.40641245482299	-1.34724334473083	0.722180246318625	-1.86552228698932	0.0621082312209012	NA
"Psg19"	59.4412922557197	0.303588212511019	0.271207834253269	1.11939322603606	0.262972419571315	0.51083006923269
"Ctse"	402.216020531578	-0.031808885690132	0.220076165647092	-0.14453580466837	0.88507738523415	0.950714907084848
"Ndrg2"	4649.90521204918	0.0363103627777711	0.12492910411277	0.290647748061931	0.771320738033778	0.893000566377182
"Mettl17"	2289.59593769145	0.0529678845512146	0.0833840813048191	0.635227776361594	0.525279869975128	0.744362849663068
"Arhgef40"	3012.25447254138	0.0373441912648647	0.0906405863118078	0.412002975536797	0.680337242280072	0.842655319525738
"Pnpla6"	8060.40287162593	0.224554883451369	0.0686503450795905	3.27099424177735	0.00107170092553634	0.0155363931907744
"Mcoln1"	3483.86585492842	0.318044677354644	0.0735991970125112	4.32130634931492	1.55108145449777e-05	0.00085685655898302
"Arhgef18"	4830.96873820064	0.179350027443172	0.0861372896175356	2.08214152360165	0.0373295446912827	0.156115610947346
"Pkn2"	9636.61386878986	-0.047493870214428	0.0733271118863068	-0.647698634143221	0.517179887834955	0.737915494673042
"Cd33"	229.733927620589	-0.0654085986491582	0.172462949340021	-0.379261742301537	0.70449350639599	0.856041689344552
"Etfb"	6651.9490449109	-0.19352342056675	0.120540582535686	-1.60546279514998	0.108391994577548	0.302254248840428
"Nkg7"	36.4487401190162	0.174022398569895	0.435549327780158	0.399546934113814	0.689490248282438	NA
"Stxbp2"	7935.44481283862	0.0434895692582093	0.0737594904384533	0.589613200954772	0.555449999383661	0.764128616675065
"Pcp2"	143.74988845953	0.018327624712148	0.138521408672782	0.13230896861179	0.894739913816139	0.954926237473621
"Sgce"	110.221628569303	-0.0193716437390778	0.19548725582022	-0.0990941514719145	0.92106351568267	0.966538845357714
"Chn2"	2750.65846030571	0.121474880627702	0.128173190653626	0.947740163198202	0.343261749104255	0.591293521610437
"Wwox"	1342.39197733069	0.0697899477018451	0.100388424243971	0.69519915495672	0.486930501849472	0.714644745600249
"Slbp"	4058.26252663107	-0.220901114458367	0.0592857852104856	-3.72603843693879	0.000194512755812883	0.00475640897596562
"Tyr"	39.9264051275532	0.0925791385429685	0.202027239853319	0.458250771580036	0.646772287329945	NA
"Ghrhr"	18.5567334859915	0.196038515158645	0.323173258134036	0.606605002810406	0.54411307938951	NA
"Aqp1"	10930.6981498224	-0.26099690719858	0.118483221582571	-2.20281744294649	0.0276076182423432	0.129568014714559
"Arid3b"	880.878710262272	0.139334225599435	0.0969632857272731	1.43697920872172	0.150723901341753	0.367869155781635
"Cnn2"	1395.24642987887	-0.381126768559781	0.200592486359559	-1.90000520695784	0.0574324363178213	0.205020728014756
"Polr2e"	2580.31966802385	-0.212142044744049	0.100166221637006	-2.11790003932497	0.0341835342877916	0.147207967604528
"Abca13"	102.579665980565	0.180910631880842	0.18527305133605	0.976454106931636	0.328839479786766	0.577945552256035
"Myo9b"	6944.86897645142	0.0693060929499283	0.0999071793337126	0.693704830945434	0.487867335779902	0.715492861117324
"Hdac9"	364.136384261577	-0.753794217739324	0.277084222061665	-2.72045160901138	0.00651928130181308	0.0504667641929925
"Ly9"	27.6253640216763	0.259001027312005	0.342763611214937	0.755625798181924	0.449873583851168	NA
"Cd244a"	67.2439793509481	-0.196337993523859	0.255187024756709	-0.769388622760285	0.44166264060494	0.677308474020587
"Adgre1"	102.92499389677	0.095375881137708	0.519660734395344	0.183534900416679	0.854378337260517	0.936863821680814
"Mtfp1"	675.022964049995	-0.229061526058842	0.121386214461161	-1.88704728189817	0.0591539664219388	0.208967952764818
"Rab23"	777.238529773085	-0.111232382266368	0.0876704632580116	-1.26875549794934	0.204528281728285	0.440987586693196
"Rab11a"	6148.64570402476	-0.0996429585378037	0.137979218388365	-0.722159175140001	0.47019661983225	0.700708216206381
"Eif2b2"	1932.70217212655	-0.12598289158031	0.0856353773564627	-1.47115474316062	0.1412492731808	0.353133801601315
"Dlst"	16450.2984664836	-0.0658047535436252	0.0725638480275256	-0.906853141507372	0.364484463435812	0.61095238488011
"Pgf"	14.5068620545622	-0.469520804382576	0.436722335693192	-1.07510142259457	0.28232932263588	NA
"Ulk2"	1877.40620793789	-0.0683815109523476	0.0723355720924605	-0.945337252119071	0.344486725789954	0.59229786196144
"Ccl24"	125.376727093672	0.209670627834698	0.163682385827498	1.28096023756439	0.200207632800132	0.436059478380516
"Dgkq"	7965.55628775357	0.348564384193217	0.106570273121133	3.27074684135437	0.00107263885530331	0.0155364450226337
"Grap"	85.1953152342552	-0.491305151198198	0.364425167887181	-1.34816471114392	0.177605411905789	0.407341074368201
"Pou1f1"	75.3906343945533	0.0345794880165771	0.228533954581463	0.151310067162256	0.879731128268561	0.948586900369792
"Chmp2b"	5285.17929261925	0.00313639378283976	0.123219890399907	0.0254536323044978	0.979693132552146	0.99149671151466
"Plod3"	2644.0242263993	-0.102914994278418	0.100598457159737	-1.0230275610987	0.306294814760177	0.555224046640382
"Ap1s1"	4952.94370520402	-0.157722856368664	0.0935857070456896	-1.68533060600441	0.0919248039182355	0.274717045210715
"Mapk13"	11759.3261959764	-0.376622555091029	0.11064354673366	-3.4039269908586	0.00066424505062622	0.0112475220996057
"Srpk1"	13017.1476859465	-0.056679842934668	0.0497111030218356	-1.14018477742832	0.254209328077873	0.502854235936102
"Pax3"	72.9338196368794	0.179704200618394	0.171670782203034	1.04679549025331	0.295193910791429	0.544419293327405
"Lbr"	10180.5147207105	-0.0891230873743257	0.0816650437088989	-1.09132479855165	0.275129989589047	0.523921510607109
"Nes"	1473.15550599836	-0.53540345807207	0.380634664205047	-1.40660719693057	0.159543897814754	0.382482112581276
"Bcan"	100.676822172326	-0.138798337249096	0.16740581725061	-0.829112987401817	0.407040475379594	0.649608314100383
"Prcc"	2489.80293325426	-0.0769596066382928	0.0895684366671324	-0.859226860510043	0.39021536687903	0.634418223209153
"Rrnad1"	2192.77721201537	0.0299368279643791	0.099461420687439	0.300989345994329	0.763422618710421	0.888824485640448
"Hdgf"	9630.21527363641	-0.235963299133593	0.0786758712407267	-2.9991825373196	0.00270705069576766	0.0282035331887373
"Slc25a18"	237.759835766966	0.247231347932486	0.109402715745997	2.25982825240362	0.0238319122255527	0.117798695886025
"Thop1"	2233.82738113177	-0.286646095670824	0.119831687243576	-2.39207260003084	0.0167535280482187	0.0947220892165185
"Apba3"	2205.33140909097	0.0708670943801024	0.122489047778192	0.578558619448419	0.562887033100617	0.76976849296465
"Matk"	539.792342461721	0.194397024417619	0.124857739963521	1.55694812732006	0.119482801628362	0.318828152189382
"Pias4"	2427.12493813565	0.117269220715145	0.0796601305478325	1.47211936396125	0.140988647304399	0.352800485685109
"Map2k1"	10832.4419414945	0.0900950806739731	0.120745863556662	0.746154592962057	0.455574033973004	0.689288902356971
"Sgta"	4054.112546188	-0.104152694898956	0.0859363758994748	-1.21197448471402	0.225522147834319	0.468623981744661
"Nmrk2"	66.6111865970733	-0.20307829520253	0.194587520149317	-1.04363473591059	0.296654415526167	0.545781104378081
"Tmem242"	1452.91488645762	-0.112226592990586	0.131760868712841	-0.85174448291755	0.394355925685037	0.638070829975058
"Dtx2"	905.503985505386	-0.0259298199174379	0.110261389441339	-0.235166816315452	0.814079260547488	0.915556979667476
"Hspb1"	74.4682447224568	0.704566418887231	0.349573461338413	2.01550316831734	0.043851954424547	0.172830125188758
"Rasa4"	6813.16381176098	0.330752496282471	0.19345028152771	1.70975453574149	0.0873112734004444	0.26599704179234
"Syt5"	52.6680923520645	0.280409228880892	0.291209482963362	0.962912423137578	0.335591474610003	0.583765565416375
"Hnrnpa2b1"	33077.2558687183	-0.260758597639792	0.0949857005795593	-2.7452405577762	0.00604665566283084	0.0479464903965433
"Fxyd4"	123.936211029448	0.426780426965142	0.16665559688171	2.56085265031972	0.010441563164721	0.0692240994362576
"Ccdc130"	650.976234175402	-0.196753854238046	0.0870311426824462	-2.26072929957899	0.0237760249721647	0.117743855369903
"Mri1"	1761.67209811872	-0.0333205383815369	0.0894153361938465	-0.372649030914565	0.709409675653233	0.858790692134439
"Prkacb"	2471.05877983504	-0.248521385475526	0.247268738707023	-1.00506593261668	0.314865102922748	0.563692606739821
"Sgsh"	2082.62218316191	-0.0622480937952936	0.102478817271712	-0.607424006760822	0.543569560624338	0.756294423400678
"Chd5"	146.730456206509	-0.290420797961251	0.486503493254506	-0.596955216124875	0.550537280822072	0.760566175956365
"Cstb"	1809.54940269381	-0.0623142419884376	0.145837817145775	-0.427284521998503	0.669172105013834	0.83588667639299
"Sh2b2"	169.984328092726	0.097156048037714	0.20488190064507	0.474205128573184	0.635353636528154	0.815363144878455
"Pex5"	2941.11182130819	0.0990881444494392	0.0783707300423427	1.26435142808933	0.206103918326341	0.442720056056117
"Jkamp"	1071.57877880797	-0.173540547619396	0.0707219428306091	-2.45384304606923	0.0141338656580446	0.084910346394715
"Cd44"	10841.1277891003	0.0423628526759929	0.167779937413809	0.252490573837265	0.800661899130691	0.908516859474897
"Slc1a2"	645.304618965742	0.531211126942163	0.34651159675801	1.53302553770845	0.125269562773416	0.328692559690522
"Eif2ak4"	4363.04674530087	0.129410199490866	0.0692544188240348	1.86862010667765	0.0616756863663127	0.214513701540898
"Wdr1"	30317.2211913202	0.0259071059015695	0.100434004973444	0.257951536518131	0.796444309945825	0.906222828979569
"Slc2a9"	761.399666418232	0.385848415417724	0.125146425996127	3.08317566679584	0.00204804220033884	0.0233572329953596
"Ccn4"	97.2244805593534	-0.0195292149835688	0.323493259979214	-0.0603697739632154	0.951861131618073	0.980215947020828
