"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Tpd52l2"	3336.88757767933	-0.31951678233219	0.112924235477338	-2.82947926086523	0.00466238216884714	0.0579041031516605
"Fmr1"	5972.3014341833	-0.122512583662833	0.120745467300374	-1.01463505340588	0.310279823514681	0.508097191551313
"Bcl11a"	1038.53145586858	0.385008492559524	0.18601849286975	2.06973235090721	0.0384774154708947	0.163202855841291
"Il4"	14.9193233249865	-0.206836365932118	0.363422714053591	-0.569134393459011	0.569264939326004	NA
"Pxmp4"	1726.36062260244	0.224791223915	0.173899667667927	1.29264895631804	0.196132499274412	0.388899481561
"Dlg3"	5771.81049418609	-0.169481068474767	0.121405742580381	-1.39598889535687	0.162717839163069	0.351487006934073
"Gnb1l"	321.270188063211	-0.295359278358469	0.228456886537051	-1.29284471497237	0.196064771659165	0.388818627587843
"Mmp11"	84.3942454956991	-0.0171114914302312	0.279153887935499	-0.0612977005506903	0.951122122055202	0.973087995143934
"Smarcb1"	4961.49319512974	-0.307092317232721	0.155982971079659	-1.96875540392093	0.0489811856749859	0.185455371636736
"Vpreb3"	10.3638139598721	-0.1732401330459	0.584555296617165	-0.296362267262729	0.766953438014883	NA
"Hip1r"	10385.2275503708	-0.0337662229788659	0.17194685086119	-0.196375931340114	0.844315933487253	0.91468001002764
"Nsun5"	1160.44275748659	-0.163989584989022	0.17321926784345	-0.946716765580782	0.343783124926331	0.541144167557513
"Top1mt"	978.458628638625	-0.234572795887819	0.208144845577767	-1.12696903560928	0.259755572959875	0.456542502138701
"Hoxa10"	2353.80078590414	-0.390384145681533	0.278033404482146	-1.40409080127852	0.160291812459237	0.348378881377845
"Hoxa4"	180.666863990742	0.42425037874313	0.145468598512366	2.91643958271219	0.00354051286357752	0.050943327118528
"Gm38393"	173.043283102171	1.2163654848839	0.369701882330693	3.29012521444476	0.00100142808759099	0.0272621109493114
"Mmp14"	5836.49537613827	-0.131677971588379	0.164088628605627	-0.802480785581164	0.422274898719966	0.609458371089605
"Slc7a7"	3202.44774414583	-0.199337582852366	0.124230235437324	-1.6045818648789	0.108585855078613	0.282391927722522
"Oxa1l"	4941.71924481525	-0.0964195044971615	0.133565319092217	-0.721890271759777	0.470361942798016	0.650369100402255
"Heatr6"	2569.4307087325	-0.0103195081131437	0.113214989779846	-0.09114966254213	0.927373671845221	0.959672203396718
